rentabilidades,model_values,fast_model_values,present_MC_values
1.1057653682183144,0.025661267754493518,0.02637049535733628,0.14877183041479067
1.0606075193276385,0.04396917644976109,0.02940264482239371,0.1219380107320241
1.099196248308506,0.06320729878424303,0.03655982302344064,0.1407675472357333
1.1311358214619165,0.08135556952866967,0.04493799653430256,0.16165697539819626
1.0798588428344116,0.0871290915210722,0.048628402721175676,0.1250416733540511
1.1236067392450266,0.09972651605205918,0.05842617871653916,0.15736621975343307
1.0460671102927066,0.09429680707607299,0.058743527360761875,0.10262945234710581
1.0454829185988697,0.0933239461783085,0.06284964015732739,0.10102516387980083
1.0792406190331454,0.0951897976709625,0.06978409812332129,0.11887848012557549
0.9232119298935199,0.07191833995249933,0.056438358152931085,0.038333585981875626
1.0231908584744214,0.07298482494778846,0.06114998001956829,0.07898499324105014
1.0830890284785943,0.07360951605717488,0.06587885541255947,0.11443269294903259
0.8272164497813352,0.041713234248800295,0.040596118751234346,0.00906411126688221
0.8925008553366452,0.03150736619908858,0.032903111016666056,0.01977158233177402
0.835689470609602,0.01530101439130016,0.018415739739105253,0.007907735714472836
1.145471954116564,0.019262635615995546,0.02410063179323384,0.15606228603988603
1.4423069343572497,0.042439522664944156,0.04371339665459858,0.432846745913626
1.349528291224561,0.050439775338387026,0.048302010727635784,0.34327858888577156
1.5483559382809668,0.08059211413764812,0.07623083198486943,0.5456062183573377
1.4866204378412142,0.09485835677674016,0.09030061171285783,0.48660047201069717
