rentabilidades,model_values,fast_model_values,present_MC_values
1.2083626721789966,0.03951877830429199,0.03301479026795071,0.22229210720353626
1.282641881258521,0.0907127082013882,0.04863672180358387,0.2756600643775115
1.293520994238758,0.1376752817450267,0.06577693065519898,0.29052778844669663
1.2437055945606874,0.16660699749617947,0.07967669473238866,0.24621060220584826
1.1968199363366572,0.18304738967422404,0.09188975566051154,0.2083217273213933
1.2089658487887933,0.20317318556462832,0.10803017817557797,0.2169115393669604
1.0882988927721713,0.18694014035994813,0.10486723041496734,0.12831085742758472
1.138572498236846,0.20027420381854488,0.12011895486778679,0.16304193712161402
1.3144081632824833,0.24820443746528642,0.1586683403931158,0.3014681618497786
1.3121379113359533,0.26245077529859745,0.17651373105153895,0.304481727077872
1.4734017893422886,0.31764843058317793,0.22697136522132896,0.4526606304263764
1.6960158116451052,0.40255901030440405,0.3083905546455909,0.6710937866267467
1.4233798384155276,0.351368204704042,0.28501363532271184,0.4113633536678185
1.3686360643250586,0.3481239719679553,0.29648224227981873,0.3617389670756257
1.2708792027408324,0.32866833291657144,0.2911576727232099,0.2663399233163604
1.466877352339082,0.39352493720834103,0.36310137281331,0.4588375262175293
1.6885361206846892,0.48594884314237413,0.4577295578648741,0.6807983270344397
1.775937025568765,0.5482582149333215,0.5222825196445526,0.7683781835504646
1.9216222050928355,0.638822346373814,0.6184686696546484,0.9191197644993725
1.9760312110071072,0.7062638835167764,0.6936635341500903,0.9746480043021798
