rentabilidades,model_values,fast_model_values,present_MC_values
1.063817384761803,0.02252929437337839,0.024070886732397236,0.1250573055131904
1.1330078290456558,0.051070884281234324,0.032857897201377315,0.16204803024593345
1.149493164945761,0.07731760475787651,0.042349532675077385,0.17718971540739314
1.2624080751754714,0.11774271790381184,0.06193775887663424,0.25568002165405856
1.3131302906083935,0.1568923556932799,0.08461126358036446,0.30240466949975164
1.2724037267459485,0.17848882370774447,0.10161325381730277,0.2698959562749199
1.1705240345359025,0.17771478927325415,0.10784512984490245,0.18560402059377323
1.1819581909184567,0.18985040913020673,0.12389586712563162,0.1951477960055719
1.2479115630005164,0.21394815722311278,0.14941616517266962,0.24844792306963748
1.2191857213099615,0.2176698655516404,0.16197746012209102,0.22048349704789
1.3441550531774324,0.2566513135793629,0.2028390749146716,0.3302179065952411
1.3365881785865428,0.26971638904680045,0.2241863980842917,0.32421976827333876
0.9079902057252666,0.16936195500222037,0.1457800449083036,0.025889264055854393
0.7597700839273368,0.12065141456981958,0.10652623334336207,0.002601604506476045
0.6187323438111431,0.0742584086440742,0.06799134418368746,2.0889058816286188e-05
0.8489236677505009,0.08635984428078264,0.08126553295501687,0.007719194364054858
1.0145770110357983,0.09440184334207327,0.0899095994574926,0.058523913575898034
1.054679650629825,0.09114431486838097,0.08729571408973444,0.0788488073838033
1.06048460735671,0.08532538740152684,0.08113100575632029,0.07801393452313805
1.0983600339673985,0.08396654513005045,0.0787364805181034,0.10736070825087318
